cand_id,elected_via,area_district,incumbent,list_state,list_no,gender,birthyear,mean_share_mp,mean_distance,n
14694,Direct,17963.405722279003,0,Niedersachsen,13,male,1983,0.8378378378378378,20.783783783783782,37
14702,List,6620.183102947461,0,Bayern,7,female,1958,0.05084745762711865,88.7457627118644,236
14714,Direct,18558.840170009,0,Baden-Württemberg,NA,male,1986,0.7567567567567568,36.08108108108108,74
14866,List,6620.183102947461,0,Bayern,4,male,1968,0.05555555555555555,99.44444444444444,18
14906,List,2687.2411164402356,1,Hessen,3,female,1956,0.33969465648854963,86.01908396946565,262
14982,Direct,11519.333655757337,1,Baden-Württemberg,NA,male,1961,0.5625,153.25,64
15006,Direct,1648.2836509685806,1,Nordrhein-Westfalen,54,male,1970,0.4642857142857143,87.86904761904762,84
15023,Direct,5136.271504856958,1,Nordrhein-Westfalen,35,male,1974,0.3333333333333333,47.8,15
15024,List,9993.58446508411,1,Bayern,13,male,1965,0.5714285714285714,79.76691729323308,133
15061,List,18558.840170009,1,Baden-Württemberg,3,female,1962,0.35135135135135137,99.54054054054055,74
15079,Direct,23095.194584292993,0,Sachsen-Anhalt,8,male,1968,0.7368421052631579,40.35087719298246,57
15180,List,10828.02242416167,0,Nordrhein-Westfalen,9,male,1968,0.13043478260869565,105.28260869565217,46
15203,Direct,8000.90918153201,1,Saarland,2,female,1983,0.7368421052631579,55.473684210526315,19
15235,Direct,6703.896938307044,0,Brandenburg,3,female,1976,0.6689419795221843,55.81911262798635,293
15449,Direct,19523.702137969784,1,Nordrhein-Westfalen,NA,male,1971,0.2857142857142857,148.21428571428572,14
15573,Direct,9993.58446508411,1,Bayern,12,male,1968,0.12,150.96,25
15583,Direct,2415.713297861345,0,Hessen,22,male,1981,0.6875,18.625,48
15618,List,4136.7680621668615,0,Sachsen-Anhalt,1,male,1978,0,198.85714285714286,14
15619,List,4136.7680621668615,1,Sachsen-Anhalt,1,female,1960,0.03488372093023256,82.43023255813954,86
15631,List,1153.3382731834947,0,Baden-Württemberg,2,female,1975,0.6206896551724138,106.86206896551724,29
15709,Direct,5891.906950955195,1,Sachsen-Anhalt,3,male,1975,0.8166666666666667,26.941666666666666,240
15720,Direct,9748.869140844541,1,Nordrhein-Westfalen,NA,male,1980,0.10091743119266056,235.19266055045873,218
15724,List,1153.3382731834947,0,Baden-Württemberg,10,male,1971,0.30742049469964666,192.72791519434628,283
15809,List,6703.896938307044,0,Brandenburg,3,male,1979,0.3142857142857143,145.4857142857143,35
15834,List,12437.496791560232,1,Niedersachsen,8,female,1976,0.40932642487046633,67.96373056994818,193
15844,Direct,9896.253255837222,0,Bayern,19,female,1981,0.8918918918918919,19.783783783783782,37
15895,List,2687.2411164402356,0,Hessen,4,female,1968,0.058823529411764705,109.70588235294117,51
15931,Direct,891.1557649882102,1,Berlin,NA,male,1966,0.8333333333333334,64.45833333333333,24
15945,Direct,793.4965989627477,1,Bayern,NA,male,1985,0.9411764705882353,35.76470588235294,17
15968,Direct,12167.045795945542,0,Rheinland-Pfalz,10,male,1972,0.6703296703296703,72.41758241758242,91
15976,Direct,9898.740379524505,1,Mecklenburg-Vorpommern,5,male,1968,0.797979797979798,58,99
15979,Direct,1424.9583366377014,0,Schleswig-Holstein,9,male,1970,0.3090909090909091,184.56969696969696,165
15999,Direct,56509.82632017176,1,Brandenburg,7,male,1973,0.7516556291390728,53.00441501103753,1812
16022,Direct,8627.05073494411,1,Rheinland-Pfalz,13,male,1987,0.532258064516129,57.403225806451616,62
16174,List,393.12569154862734,0,Berlin,1,female,1971,0.013333333333333334,308.8933333333333,75
16175,Direct,13291.067254254804,1,Schleswig-Holstein,4,male,1958,0.6,47.48888888888889,45
16185,List,1289.986224157226,0,Nordrhein-Westfalen,2,female,1958,0.7478005865102639,63.12609970674487,341
16189,List,2933.1439877796274,0,Nordrhein-Westfalen,12,male,1961,0.5060728744939271,39.336032388663966,247
16194,List,12896.901678586655,0,Baden-Württemberg,8,male,1987,0.20454545454545456,256.8181818181818,44
16234,List,2415.713297861345,1,Hessen,4,male,1964,0.3057324840764331,92.04458598726114,157
16295,List,16389.36080114475,0,Baden-Württemberg,13,female,1963,0.6,67.97142857142858,70
16356,List,774.4576597197047,0,Hamburg,1,female,1975,0.3103448275862069,240,29
16446,List,56509.82632017176,1,Brandenburg,1,female,1960,0.5120772946859904,103.96135265700484,207
16485,Direct,15337.151347484738,1,Hessen,4,male,1974,0.24242424242424243,132.6060606060606,66
16556,List,6703.896938307044,0,Brandenburg,1,female,1981,0.4444444444444444,165.03703703703704,27
16600,List,1734.4718276979581,0,Baden-Württemberg,1,male,1967,0.11363636363636363,169.77272727272728,44
16603,Direct,4221.819048093925,1,Nordrhein-Westfalen,61,male,1964,0.4977578475336323,109.0201793721973,446
16655,List,19094.237721332618,0,Bayern,7,male,1968,0.2689075630252101,177.42857142857142,119
16679,Direct,9011.160791303255,0,Baden-Württemberg,NA,male,1968,0.5263157894736842,82.42105263157895,19
16726,Direct,4417.326282591618,1,Thüringen,2,female,1964,0.7368421052631579,60.526315789473685,19
16761,List,1299.7241694929098,0,Nordrhein-Westfalen,16,male,1950,0.7586206896551724,9.724137931034482,29
16776,List,5609.09241171024,0,Baden-Württemberg,5,male,1979,0.3472222222222222,142.11111111111111,72
16851,List,8902.510515739217,1,Saarland,1,male,1977,0.07142857142857142,20.64835164835165,182
16867,List,12637.78892422707,1,Niedersachsen,2,male,1954,0.5085714285714286,80.45142857142856,350
16981,List,10514.119223408437,0,Bayern,12,male,1963,0.6136363636363636,71.27272727272727,88
16985,Direct,1656.559594153777,1,Bayern,25,male,1975,0.4444444444444444,169.56944444444446,72
16987,List,26748.36958312895,0,Thüringen,2,male,1962,0.47474747474747475,64.73737373737374,99
17082,List,25430.705554404645,1,Niedersachsen,1,female,1979,0.4878048780487805,80.8048780487805,328
17128,List,11568.655858480684,0,Nordrhein-Westfalen,5,male,1982,0.13131313131313133,131.87878787878788,99
17146,List,10876.609071343973,1,Nordrhein-Westfalen,7,female,1963,0.07462686567164178,129.41044776119404,134
17156,List,1153.3382731834947,1,Baden-Württemberg,9,female,1964,0.7368421052631579,61.71052631578947,38
17256,List,1158.1087701978106,0,Hamburg,3,male,1974,0.8636363636363636,45.59090909090909,22
17285,Direct,21556.816543515586,1,Schleswig-Holstein,1,male,1963,0.36363636363636365,88.72727272727273,11
17294,List,877.7203371474873,1,Nordrhein-Westfalen,1,female,1969,0.05263157894736842,262.89473684210526,19
17297,List,19728.65155865023,0,Bayern,6,male,1972,0.3389830508474576,102.77966101694915,118
17299,List,4478.22824101569,0,Hessen,1,female,1957,0.35294117647058826,90.47058823529412,17
17441,List,9896.253255837222,1,Bayern,5,female,1964,0.14173228346456693,68.32283464566929,127
17465,Direct,8987.072722184514,1,Sachsen,NA,male,1975,0.25252525252525254,60.25476992143659,891
17625,List,1001.2694439737942,1,Berlin,2,male,1972,0.8064516129032258,61.13824884792627,217
17652,List,8587.900264831123,0,Baden-Württemberg,1,female,1979,0.03418803418803419,286.2307692307692,234
17714,List,774.4576597197047,1,Hamburg,1,male,1967,0.9302325581395349,24.075581395348838,172
17753,Direct,15555.96245308282,1,Bayern,10,female,1976,0.6938775510204082,37.97959183673469,49
17899,List,12167.045795945542,1,Rheinland-Pfalz,2,female,1973,0.6666666666666666,60.60526315789474,114
17996,Direct,8758.595538076432,1,Baden-Württemberg,NA,male,1985,0.3076923076923077,132.56410256410257,39
18010,Direct,7872.696306772487,1,Baden-Württemberg,2,female,1966,0.25806451612903225,176.6048387096774,124
18037,List,527.1963510336126,0,Bayern,14,male,1964,0.27559055118110237,223.39370078740157,127
18135,List,9368.807962524288,0,Nordrhein-Westfalen,20,female,1987,0.11764705882352941,185.97058823529412,34
18598,List,3023.860762514708,1,Nordrhein-Westfalen,8,male,1954,0.050505050505050504,125.03030303030303,99
18701,List,937.8065162248819,0,Nordrhein-Westfalen,10,male,1985,0.041379310344827586,254.29655172413794,145
18733,List,11120.226331923619,1,Hessen,9,male,1981,0.41605839416058393,68.48175182481752,137
18909,List,1153.3382731834947,1,Baden-Württemberg,2,male,1965,0.3958333333333333,144.50347222222223,288
18910,Direct,1143.7166371254982,1,Nordrhein-Westfalen,63,male,1987,0.9090909090909091,14.727272727272727,22
18923,Direct,784.4534142131391,1,Hamburg,1,female,1967,0.7209302325581395,75.33023255813953,215
