cand_id,elected_via,area_district,incumbent,list_state,list_no,gender,birthyear,mean_share_mp,mean_distance,n
11131,Direct,6404.678297747446,1,Bayern,11,male,1975,0.14285714285714285,149.25,28
11163,Direct,21809.669037508644,0,Sachsen-Anhalt,6,male,1989,0.6953125,51.6640625,128
11246,List,1245.326445994523,0,Nordrhein-Westfalen,18,male,1992,0.36363636363636365,90.63636363636364,11
11248,List,10890.438421534049,1,Baden-Württemberg,7,female,1960,0.7682926829268293,45.58536585365854,82
11255,List,2203.6887304741867,0,Sachsen,3,male,1982,0.44680851063829785,102.06382978723404,47
11327,List,497.3026168085664,0,Hamburg,2,female,1980,0.8977272727272727,31.568181818181817,176
11392,List,20052.193372952126,0,Schleswig-Holstein,3,female,1977,0.037037037037037035,125.62962962962963,27
11400,List,6581.68657885051,1,Nordrhein-Westfalen,10,male,1969,0.08823529411764706,139.76470588235293,34
11440,List,29730.67825915413,0,Brandenburg,2,male,1956,0.0875,155.975,80
11491,Direct,15039.304246475636,1,Rheinland-Pfalz,12,male,1967,0.6833333333333333,38.733333333333334,180
11568,List,1612.8345668094582,1,Hessen,6,female,1959,0.8009554140127388,29.523885350318473,628
11605,List,21599.416616981893,0,Hessen,4,male,1988,0.0625,160.71875,32
11625,List,13436.664385796328,1,Schleswig-Holstein,2,male,1971,0.13245033112582782,262.50331125827813,151
11626,List,1612.8345668094582,1,Hessen,2,male,1975,0.6992481203007519,43.40601503759399,133
11718,Direct,6251.652161498533,1,Nordrhein-Westfalen,53,male,1975,0.8289473684210527,23.06578947368421,76
11782,Direct,12637.78892422707,1,Niedersachsen,1,male,1954,0.2413793103448276,141.93103448275863,29
11875,Direct,23538.650435910284,1,Bayern,NA,male,1980,0.7948717948717948,14.153846153846153,78
11915,Direct,877.7203371474873,1,Nordrhein-Westfalen,44,female,1961,0.9545454545454546,12.681818181818182,44
11955,List,5891.906950955195,0,Sachsen-Anhalt,2,male,1960,0.14615384615384616,177.73846153846154,130
11967,Direct,611.7989029831895,1,Berlin,1,female,1963,0.33620689655172414,223.33189655172413,232
11999,List,568.2591901585213,1,Berlin,1,female,1968,0.5785123966942148,161.50413223140495,121
12030,Direct,1263.129559290765,0,Sachsen,NA,male,1977,0.7482394366197183,30.378521126760564,568
12058,List,12354.228269575371,0,Niedersachsen,4,male,1982,0.19827586206896552,78.6896551724138,116
12090,List,16424.390587043446,0,Bayern,11,male,1982,0.11940298507462686,169.6865671641791,201
12130,List,8000.90918153201,1,Saarland,3,male,1965,0.6153846153846154,22.03846153846154,52
12131,Direct,16477.246856483478,0,Sachsen,1,female,1975,0.03125,141.71875,32
12197,List,4515.332617648171,0,Baden-Württemberg,4,male,1965,0.3170731707317073,151.9268292682927,41
12332,List,26847.467928994072,0,Thüringen,2,male,1964,0.2,68.13333333333334,15
12355,List,19092.840835809337,0,Niedersachsen,3,female,1978,0.10185185185185185,138.6327160493827,324
12406,Direct,10828.02242416167,1,Nordrhein-Westfalen,5,male,1959,0.2972972972972973,76.17567567567568,148
12407,List,877.7007556150339,1,Bayern,9,male,1981,0.7682403433476395,23.13733905579399,233
12502,List,22687.108271933885,1,Bayern,1,male,1972,0.11290322580645161,177.1451612903226,62
12506,List,22687.108271933885,0,Bayern,9,male,1977,0.23972602739726026,206.8013698630137,146
12921,List,9898.740379524505,0,Mecklenburg-Vorpommern,1,male,1978,0.2422360248447205,157.04347826086956,161
12979,List,1837.8433134928425,0,Nordrhein-Westfalen,1,male,1954,0.04411764705882353,196.52941176470588,68
12980,List,4417.326282591618,1,Thüringen,1,female,1967,0.15654205607476634,159.41355140186917,428
13090,List,23446.13900371098,1,Niedersachsen,4,female,1962,0.9145299145299145,10.52991452991453,117
13161,List,939.3122617376887,0,Baden-Württemberg,1,male,1955,0.14728682170542637,287.2248062015504,129
13169,List,877.7203371474873,1,Nordrhein-Westfalen,17,male,1962,0.8146341463414634,26.253658536585366,205
13214,List,21556.816543515586,1,Schleswig-Holstein,2,male,1975,0.624390243902439,34.55609756097561,205
13255,Direct,8299.632941071675,1,Niedersachsen,11,male,1986,0.3793103448275862,93.10344827586206,29
13329,List,7872.696306772487,1,Baden-Württemberg,14,male,1976,0.4166666666666667,147.5,48
13358,List,6606.883218577226,1,Schleswig-Holstein,4,male,1951,0.42857142857142855,46.57142857142857,14
13369,Direct,21146.689566539004,1,Hessen,1,male,1970,0.25426136363636365,118.58380681818181,704
13406,List,31050.91313039488,0,Bayern,7,female,1972,0.24293785310734464,99.71751412429379,177
13524,Direct,1534.2960082748627,1,Bremen,1,female,1983,0.8571428571428571,26.428571428571427,14
13595,Direct,4898.129544076396,1,Nordrhein-Westfalen,NA,male,1965,0.20398009950248755,186.87562189054725,201
13609,List,4653.362893884993,1,Rheinland-Pfalz,1,female,1966,0.5939086294416244,47.129441624365484,394
13619,Direct,12644.47955631738,1,Rheinland-Pfalz,7,male,1955,0.6987951807228916,41.161144578313255,664
13648,Direct,14009.788151562641,1,Niedersachsen,21,male,1967,0.5441176470588235,74.47058823529412,68
13750,List,3143.250600982451,1,Hamburg,2,male,1982,0.9285714285714286,20,70
13759,List,527.1963510336126,0,Bayern,5,male,1949,0.22424242424242424,255.95151515151514,165
13919,List,1745.283885513886,1,Nordrhein-Westfalen,11,female,1966,0.35526315789473684,136.93421052631578,76
14027,Direct,14994.977555500314,1,Bayern,4,male,1974,0.15384615384615385,298.6923076923077,13
14038,List,1446.3455230851375,1,Baden-Württemberg,4,male,1972,0.06666666666666667,205.93333333333334,15
14059,List,62516.65843951303,0,Mecklenburg-Vorpommern,3,female,1969,0.26666666666666666,215.2,75
14114,Direct,40109.91711499901,1,Brandenburg,4,female,1979,0.38461538461538464,149.53846153846155,13
14136,List,784.4534142131391,0,Hamburg,2,male,1958,0.6551724137931034,94.15517241379311,58
14141,Direct,17730.453454520015,1,Thüringen,5,male,1976,0.8440366972477065,19.718654434250766,654
14284,List,4620.076005082663,0,Baden-Württemberg,6,male,1973,0.46511627906976744,74.06976744186046,43
14309,List,11481.351323747765,1,Hessen,4,female,1973,0.7142857142857143,37.22857142857143,35
14329,List,14682.636623862081,0,Bayern,10,male,1981,0.4375,89.25,16
14517,List,4417.326282591618,1,Thüringen,1,male,1976,0.5230769230769231,86.95384615384616,65
14535,List,1049.9238604368215,0,Nordrhein-Westfalen,5,male,1964,0.27325581395348836,126.73255813953489,172
14596,Direct,30931.510009390302,1,Rheinland-Pfalz,1,male,1968,0.35294117647058826,124.6470588235294,17
